,Text,Subjectivity,Polarity,Analysis
1732,  Here s wha Elon Musk has o say abou beming he riches person in he world      SWOo11hsB8,0,0,Neutral
1733,  Elon Musk is now he riches person in he world as he CEO of a car mpany wih a higher valuaion han he TOP 9 vehicle producers despie no producing as many vehicles as any of hose oher mpanies   This enomy is fake ,0.625,0.1875,Positive
1734,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1735,  Elon Musk passes Jeff Bezos o beme world s riches person      103EyEkyp8      WHgqZsWrO,0,0,Neutral
1736,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1737,   saramunir   hamid       Kh    747     gujar      baloch              Khan E L O N M U S K T H E R I C H E S T G U Y Tesla Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn        Xs6BvTNR2s,0,0,Neutral
1738,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
1739,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1740,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1741,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1742,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1743,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1744,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1745,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1746,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1747,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1748,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1749,ElonMusk Tesla WorldsRichesPerson Elon Musk  founder of Tesla Inc   has now officially beme he world s riches man        KueZV6BR1Z,0,0,Neutral
1750,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1751,  Elon Musk reaffirms pledge o build human lony on Mars afer beming world s riches person      IqTgyuOVl,0.1,0,Neutral
1752,  Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News      IEZ4kk7w29      VUrqi3MPLs,0.7,-0.4,Negative
1753,  his niqqa elon musk replied o he riches person news wih   how srange  well back o work        ,0,0,Neutral
1754,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1755,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1756,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
1757,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1758,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1759,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1760,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1761,Elon Musk Is Now The Riches Person In The World  Wih A Ne Worh Of  191 Billion via       I5c2ozLYY3,0,0,Neutral
1762,Elon Musk overakes Jeff Bezos as riches person in he world      oSHFoVZm0J,0,0,Neutral
1763,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1764,  Elon Musk overakes Amazon s Jeff Bezos o beme he world s riches person       rmLCdSTp5,0,0,Neutral
1765,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1766,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1767,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1768,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1769,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1770,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
1771,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1772,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1773,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1774,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1775,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1776,Elon Musk is now he riches person in he world  passing Jeff Bezos      BRkWpxhO28,0,0,Neutral
1777,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1778,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1779,Elon Musk is now he riches person in he world  passing Jeff Bezos       e6sCxnrysl,0,0,Neutral
1780,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1781,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1782,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1783,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1784,  Clearly    Ur he Bes person for TOP Spo on wealh index o INFLUENCE ohers as Ur always doing his Anyways   Congras     i was jus a maer of ime   Now children have someone o look up o who shows how hey can USE money as a Tool o achieve       cY69HeOLpL,0.441666667,0.3,Positive
1785,  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0,0,Neutral
1786,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1787,Elon Musk passes Jeff Bezos as riches person by a measly  1 billion  Elon Musk jus became he world s riches person  snagging he ile away from Jeff Bezos by only 1 billion American dollars  Yawn  Tesla sock passed  800 per share Thursday afer a         vNiYkK0xN      Wyu33uBOni,0.622222222,-0.188888889,Negative
1788,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1789,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1790,  Elon Musk overakes Amazon s Bezos o beme world s riches person   Bloomberg News      Er1o48QOWp      NOKlrdPuji,0,0,Neutral
1791,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1792,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1793,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
1794,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1795,no so elon musk is he riches person in he world now  wow ,1,0.1,Positive
1796,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1797,Elon Musk surpasses Jeff Bezos o beme world s riches person   Bloomberg      oWGWJBamqx,0,0,Neutral
1798,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1799,  Musk began 2020 worh abou  27 billion  He s now he riches person in he hisory of he world  gaining more wealh han Bill Gaes  enire ne worh of  132 billion in jus 12 monhs  All while 360 000 people died and 10s of millions los jobs and HC        lhBus1Wm3l,0.5,0.5,Positive
1800,ceejay   Elon Musk overakes Jeff Bezos o beme world s riches person a  190billion  Take i or leave i  his man wouldn  have achieved his if he hadn  lef Africa  Leave his unry while you sill can and wach your career skyrocke       V4NqcgGNax,0,0,Neutral
1801,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      UIHonx37B7 FaihDrivenVenureCapial FaihDrivenInvesors FaihDrivenEnrepreneurs,0.866666667,-0.566666667,Negative
1802,  BREAKING  Souh African born Elon Musk jus passed Jeff Bezos as he riches person in he world a over  185 billion       QC2QXnSNB,0,0,Neutral
1803,  Elon Musk overakes Amazon s Bezos o beme world s riches person        Vr1PCoQ8a5,0,0,Neutral
1804,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1805,A rue inspiraion for my generaion     Elon Musk is now he riches person in he world        MNm4NNSzff,0,0,Neutral
1806,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1807,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
1808,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1809,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1810,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1811,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1812,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1813,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
1814,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1815,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1816,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
1817,Elon Musk overakes Amazon s Jeff Bezos o beme he world s riches person       rmLCdSTp5,0,0,Neutral
1818,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1819,   Here s wha Elon Musk has o say abou beming he riches person in he world      VC9dhl5DRb,0,0,Neutral
1820,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1821,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1822,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1823,A Souh African  Canadian American enreprenuer Engineer  urned innovaor hen billionnaire  Elon Musk  is now he riches man in he world    Ps  Ofurse I had o milk he SA ciizenship     Elon Musk is now he riches person in he world        NAQbbWP593,0,0,Neutral
1824,  Elon Musk leaves behind Amazon s Bezos o beme world s riches person   Bloomberg News      IEZ4kk7w29      VUrqi3MPLs,0.7,-0.4,Negative
1825,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1826,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1827,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1828,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1829,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1830,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1831,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1832,          RqLK6ju4ng,0,0,Neutral
1833,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1834,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1835,  Elon Musk dehrones Jeff Bezos as he world s riches person      w9gTjuYXRY,0,0,Neutral
1836,  Never  No  I don ever give up  I d have o be Dead or mpleely incapaciaed        BREAKING   Elon Musk jus became he riches person in he world  His ne worh is now  188 5billion  surpassing ha of Jeff Bezos  Musk s forune has risen by  160B in las 1year       c9WDKLrDpO      d5Ym1gqYYv,0.4,-0.2,Negative
1837,  BREAKING  Elon Musk is now he riches person in he world  wih a ne worh of over 185 billion        CnxA99PFqE,0,0,Neutral
1838,     y5zbPlR2T3,0,0,Neutral
1839,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1840,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
1841,  BREAKING  Elon Musk has surpassed Jeff Bezos   184B  and has now beme he riches person on Earh wih a ne worh of  185 4B ,0,0,Neutral
1842,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1843,    Elon Musk is now he riches person in he world  by       xM77FuUVm0,0,0,Neutral
1844,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
1845,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1846,Also Ineresing Elon musk bemes he riches person in he world he same day bc peaked a an all ime high     Coincidence  bc Biin,0.3325,0.08,Positive
1847,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1848,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1849,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1850,  Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION           yfCs55iYHn      EyBznxXK34,0.5,0.5,Positive
1851,Elon Musk Overakes Jeff Bezos To Beme The Riches Person In The World Elon Musk  he Tesla and SpaceX CEO  is now he riches person in he world wih a ne worh of more han      IVnGPZ2A4Q,0.5,0.5,Positive
1852,  Elon Musk overakes Bezos o beme world s riches person      z8vv3WAslb      IEmBdV8R0o,0,0,Neutral
1853,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1854,  Elon Musk reaffirms pledge o build human lony on Mars afer beming world s riches person      IqTgyuOVl,0.1,0,Neutral
1855,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1856,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1857,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1858,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1859,   184 000 000 000 and sill ges his plasic surgery a a kiosk in he mall        i7JF1ANk1,0,0,Neutral
1860,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      vm1RadYpYN,0.866666667,-0.566666667,Negative
1861,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1862,  Elon Musk s reacion o him being he riches person in he world      QD0zTaPQNm,0,0,Neutral
1863,  Elon Musk has edged pas Amazon founder Jeff Bezos o grab he ile of world s riches person  acrding o Bloomberg       kpJ1IjBHOC,0,0,Neutral
1864,  Elon Musk is now he riches person in he world   Sep 1  Be born ino a family ha sole a mine from Black people in aparheid Souh Africa o accumulae generaional wealh    Sep 2  Use ha wealh o buy ino a mpany and nvince people you founded i when you didn        QSEQuZl87,0.341666667,-0.083333333,Negative
1865,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1866,  Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION           yfCs55iYHn      EyBznxXK34,0.5,0.5,Positive
1867,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1868,  Elon Musk bemes riches person in he world  surpassing Jeff Bezos      EKKFUgh0Y,0,0,Neutral
1869,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1870,     MxBSb5wOF Grea news,0,0,Neutral
1871,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1872,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1873,  NEW  Elon Musk overakes Jeff Bezos as riches person in he world,0.454545455,0.136363636,Positive
1874,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1875,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
1876,  Elon Musk surpasses Amazon s Jeff Bezos as world s riches person wih a ne worh of more han  185 BILLION           yfCs55iYHn      EyBznxXK34,0.5,0.5,Positive
1877,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1878,  Elon Musk is now he riches person in he world  An increase in Tesla s sock price on Thursday pushed Musk pas he Amazon founder Jeff Bezos on Bloomberg s lis of he world s wealhies people  Musk s ne worh as of Thursday morning   188 5 billion       fpLcmggzif,0,0,Neutral
1879,  Elon Musk overook Jeff Bezos as he world s riches person  repors    Musk had made a leas  68 billion during he pandemic  Meanwhile  las year    There were 2 3 million layoffs   1 in 8 homes did no have enough o ea   19 5 million on jobless aid in mid Dec      OTYO2BTys,0.25,0,Neutral
1880,Bruhh  Elon Musk is he riches person on Earh now   Jeeeeeeeez,0,0,Neutral
1881,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
1882,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1883,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1884,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
1885,  Elon Musk has jus surpassed Jeff Bezos as he riches person in he world  This makes sense because Amazon is a profi generaing mpany wih posiive free cash flow whereas Tesla is a loss making mpany wih negaive free cash flow and a CEO who poss memes on wier ,0.8,0.4,Positive
1886,  If Elon Musk can      Teach himself rocke science     Beme he riches person on earh   You can ge o 10k monh,0,0,Neutral
1887,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
1888,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1889,squirrel   elon musk has jus beme he riches person in he world  here s a reminder ha he is a n man who splays as a self made billionaire brain genius even hough he s he son of an aparheid souh african emerald mine owner who go his wealh by sucking on he sae s ea      Ydq1YjLjDH,0,0,Neutral
1890,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1891,Elon Musk has a new ile  world s riches person   TechCrunch      ONoQu51mq3,0.454545455,0.136363636,Positive
1892,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1893,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1894,  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0,0,Neutral
1895,  Elon Musk passes Jeff Bezos o beme he riches person on Earh      yHilp5FHf      7JDPbZMnvA,0,0,Neutral
1896,  Elon Musk  he ouspoken enrepreneur behind Tesla and SpaceX  is now he riches person on he plane      Z5Nu1kuWx2,0.7,-0.4,Negative
1897,  Breaking  Elon Musk jus became he riches person in he world   His ne worh is now  188 5 billion  surpassing ha of Jeff Bezos   In he pas year  Musk s forune has risen by  160 billion       poCjypj4Ss,0,0,Neutral
1898,  Elon Musk now officially he riches person in he world  passing Jeff Bezos   More       FXfefHUGqY      QhqxjoCda6,0.5,0.5,Positive
1899,  Tesla and SpaceX owner Elon Musk replaced Jeff Bezos as he world s riches person  worh  185bn      waabTOfqn,0,0,Neutral
1900,  Elon Musk passes Jeff Bezos as riches person by a measly  1 billion      cmH2FfPyz      ZOFpUWHiGz,0.866666667,-0.566666667,Negative
1901,    Elon Musk jus became he riches person in he world  wih a ne worh of more han  185 billion  Thursday s increase in  share price pushed pas   Musk s wealh surge over he pas year marks he fases rise o he op of he riches lis in hisory         WG1kHi1Uem,0.5,0.5,Positive
1902,  Elon Musk is now he riches person in he world   Sep 1  Build hings ha people love  Sep 2  Profi ,0.6,0.5,Positive
1903,Elon Musk has beme he world s riches person  as his ne worh crossed  185bn  The Tesla and SpaceX enrepreneur was pushed ino he op slo afer Tesla s share price increased on Thursday  He akes he op spo from Amazon founder Jeff Bezos  who had held i since 2017       pfRTjf47jr,0,0,Neutral
